name,price,old_price,discount,rating,reviews,link,page
N/A,"₦ 2,185","₦ 10,900",N/A,4.4 out of 5,4.4 out of 5(7),https://www.jumia.com.ng/two-2-flexible-usb-led-lights-for-computers-keyboards-generic-mpg9596932.html,3
N/A,"₦ 11,500","₦ 12,599",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-quality-rechargeable-electric-mosquito-killer-bat-swatter-262921684.html,3
N/A,"₦ 8,450","₦ 18,790",N/A,4.2 out of 5,4.2 out of 5(120),https://www.jumia.com.ng/world-most-fastest-hot-water-heater-kettle-itel-mpg3885250.html,3
N/A,"₦ 54,000","₦ 65,000",N/A,N/A,N/A,https://www.jumia.com.ng/legacy-8.0litres-yam-pounder-food-processor-2800-104756228.html,3
N/A,"₦ 7,410","₦ 7,800",N/A,N/A,N/A,https://www.jumia.com.ng/generic-rechargeable-usb-powered-mosquito-repellant-418541676.html,3
N/A,"₦ 11,040","₦ 11,500",N/A,2 out of 5,2 out of 5(4),https://www.jumia.com.ng/generic-super-foldable-collapsible-mini-silicone-electric-kettle-401966340.html,3
N/A,"₦ 15,900 - ₦ 19,855","₦ 15,900 - ₦ 20,900",N/A,N/A,N/A,https://www.jumia.com.ng/generic-stainless-steel-quality-kettlegass-stove-free-brush-358010758.html,3
N/A,"₦ 54,000","₦ 55,000",N/A,4 out of 5,4 out of 5(4),https://www.jumia.com.ng/food-processor-and-yam-pounder-1000w-century-mpg1238372.html,3
N/A,"₦ 15,900 - ₦ 19,949","₦ 15,900 - ₦ 20,999",N/A,N/A,N/A,https://www.jumia.com.ng/generic-stainless-steel-quality-kettlegass-stove-free-brush-336465019.html,3
N/A,"₦ 17,100","₦ 18,000",N/A,4.5 out of 5,4.5 out of 5(2),https://www.jumia.com.ng/generic-stainless-steel-boiling-water-kettle-for-gas-stove-4-litres-407383855.html,3
N/A,"₦ 9,310","₦ 9,800",N/A,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/tower-aluminium-kettle-3-litre-407234871.html,3
N/A,"₦ 124,999","₦ 250,000",N/A,4.8 out of 5,4.8 out of 5(5),https://www.jumia.com.ng/1000w-home-solar-lighting-system-for-tv-laptop-and-lights-souer-mpg7423958.html,3
N/A,"₦ 16,055","₦ 16,900",N/A,N/A,N/A,https://www.jumia.com.ng/generic-4-litres-whistling-kettle-and-1-free-dish-washing-liquid-soap-brush-367415913.html,3
N/A,"₦ 72,000",N/A,N/A,3.5 out of 5,3.5 out of 5(2),https://www.jumia.com.ng/generic-12-litre-multifunction-fufu-yam-pounderfood-processor-80677874.html,3
N/A,"₦ 41,705","₦ 43,900",N/A,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/electric-kettle-5.2-litres-master-chef-mpg2945160.html,3
N/A,"₦ 37,999",N/A,N/A,4.2 out of 5,4.2 out of 5(11),https://www.jumia.com.ng/generic-yam-pounder-and-food-chopper-8lt-401670258.html,3
N/A,"₦ 7,990","₦ 35,000",N/A,3.9 out of 5,3.9 out of 5(15),https://www.jumia.com.ng/1.7-electric-kettle-jug-1700watts-ike17e1-itel-mpg3411939.html,3
N/A,"₦ 38,000",N/A,N/A,4.5 out of 5,4.5 out of 5(2),https://www.jumia.com.ng/generic-6ltr-yam-pounder-meat-grinder-fruits-nut-beans-blender-90712583.html,3
N/A,"₦ 14,249","₦ 19,999",N/A,4 out of 5,4 out of 5(8),https://www.jumia.com.ng/deadbug-organic-no-chemical-bedbug-killer-4-bottles-264007251.html,3
N/A,"₦ 49,400 - ₦ 63,650","₦ 52,000 - ₦ 67,000",N/A,1 out of 5,1 out of 5(1),https://www.jumia.com.ng/generic-cordless-pressure-gun-washer-portable-high-power-washer-gun-rechargeable-high-pressure-water-spray-gun-car-washer-cleaner-garden-washer-48v-412879093.html,3
N/A,"₦ 85,500",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/generic-century-food-processor-and-yam-pounder-1000watts-401651238.html,3
N/A,"₦ 9,974","₦ 10,499",N/A,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/nine-1.5l-black-kettle-stainless-steel-hr-462-291719362.html,3
N/A,"₦ 18,525","₦ 19,500",N/A,3.7 out of 5,3.7 out of 5(90),https://www.jumia.com.ng/nine-3l-yam-pounder-food-processor-sr-jrj-3-272105402.html,3
N/A,"₦ 15,200","₦ 25,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-beautiful-valentines-day-gift-419169215.html,3
N/A,"₦ 43,225","₦ 45,500",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-world-global-map-earth-teaching-geography-map-266961886.html,3
N/A,"₦ 15,105","₦ 25,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-stainless-steel-whistling-kettle-4-litres-for-stove-and-gas-use-346558428.html,3
N/A,"₦ 14,249","₦ 19,999",N/A,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/deadbug-organic-cockroach-killer-buy-4-get-1-free-odorless-100000960.html,3
N/A,"₦ 43,000","₦ 55,000",N/A,3.8 out of 5,3.8 out of 5(4),https://www.jumia.com.ng/8.0litres-yam-pounderfood-processor-2800w-legacy-mpg6261091.html,3
N/A,"₦ 42,750","₦ 45,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-philip-electric-iron-402486264.html,3
N/A,"₦ 5,604","₦ 8,999",N/A,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/deadbug-bedbug-magic-powder-x-5-pcs-no-chemical-391092761.html,3
N/A,"₦ 38,500",N/A,N/A,3.8 out of 5,3.8 out of 5(5),https://www.jumia.com.ng/yam-pounder-and-multifunctional-food-machine-6l-bowl-king-style-mpg7036741.html,3
N/A,"₦ 31,990","₦ 57,036",N/A,N/A,N/A,https://www.jumia.com.ng/nexo-2-in-1-blender-1.5l-perfect-blender-smoothie-maker-ideal-for-healthy-drinks-bl-ch28-xd-300w-1-year-warranty-418921350.html,3
N/A,"₦ 51,000",N/A,N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/silver-crest-german-yam-pounderfood-processor-8litres-4500w-205412692.html,3
N/A,"₦ 21,374","₦ 22,499",N/A,N/A,N/A,https://www.jumia.com.ng/nine-1.0l-white-electric-kettle-stainless-steel-hr-462-291721328.html,3
N/A,"₦ 28,199","₦ 32,500",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/mr.-steel-mr-steel-electric-2l-meat-grinder-yam-pounder-processor-237225353.html,3
N/A,"₦ 125,400","₦ 162,000",N/A,N/A,N/A,https://www.jumia.com.ng/sonifer-cordless-powerful-vacuum-cleaner-419173641.html,3
N/A,"₦ 39,500",N/A,N/A,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-2000watts-yam-pounder-with-6ltr-stainless-bowl-spatula-112878031.html,3
N/A,"₦ 15,105","₦ 15,900",N/A,3.3 out of 5,3.3 out of 5(3),https://www.jumia.com.ng/3-litres-stainless-steel-anti-rust-kettle-gas-stove-generic-mpg6019192.html,4
N/A,"₦ 3,704","₦ 4,999",N/A,2.5 out of 5,2.5 out of 5(2),https://www.jumia.com.ng/bedbug-magic-powder-no-chemical-all-natural-10g-deadbug-mpg8072485.html,4
N/A,"₦ 80,750","₦ 85,000",N/A,4.3 out of 5,4.3 out of 5(3),https://www.jumia.com.ng/cast-iron-manual-juicer-hand-press-juice-squeezer-generic-mpg5885380.html,4
N/A,"₦ 269,824","₦ 999,999",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-raf-multi-function-juicer-heavy-duty-heating-nutrition-blender-1.8l-r.2833-419004998.html,4
N/A,"₦ 18,429","₦ 19,399",N/A,N/A,N/A,https://www.jumia.com.ng/genera-stainless-steel-whistling-kettle-jr002-408479617.html,4
N/A,"₦ 123,500","₦ 200,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-wet-dry-power-vacuum-cleaner-20l-tank-capacity-388444844.html,4
N/A,"₦ 71,250","₦ 75,000",N/A,4.3 out of 5,4.3 out of 5(3),https://www.jumia.com.ng/round-portable-charcoal-bbq-grill-barbecue-generic-mpg11951034.html,4
N/A,"₦ 62,000","₦ 85,000",N/A,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/rico-heavy-duty-fufu-maker-yam-pounder-800watts-70800135.html,4
N/A,"₦ 159,999",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/syinix-5l-stainless-electric-yam-pounding-machine-cooker-pounder-216264846.html,4
N/A,"₦ 9,974","₦ 10,499",N/A,4.3 out of 5,4.3 out of 5(4),https://www.jumia.com.ng/nine-1.5l-white-stainless-steel-kettle-hr-5082-291724021.html,4
N/A,"₦ 15,105 - ₦ 19,855","₦ 15,900 - ₦ 19,999",N/A,N/A,N/A,https://www.jumia.com.ng/generic-whistling-stainless-steel-kettle-336462933.html,4
N/A,"₦ 468,500","₦ 580,000",N/A,N/A,N/A,https://www.jumia.com.ng/firman-gen-smartcool-inverter-1.1hp-ac-kit-197176464.html,4
N/A,"₦ 21,374","₦ 22,499",N/A,N/A,N/A,https://www.jumia.com.ng/nine-1.0l-stainless-steel-electric-kettle-hr-462-279951134.html,4
N/A,"₦ 36,800",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/generic-5-litres-high-quality-yam-pounder-and-food-processor-374571933.html,4
N/A,"₦ 45,000",N/A,N/A,5 out of 5,5 out of 5(2),https://www.jumia.com.ng/king-style-kitchen-expert-yam-pounder-n-food-processor-100-copper-271096158.html,4
N/A,"₦ 42,750","₦ 45,000",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-high-quality-philip-pressing-iron-402486261.html,4
N/A,"₦ 25,000","₦ 29,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-rechargeable-portable-and-foldable-mini-storage-fan-379718513.html,4
N/A,"₦ 27,500","₦ 39,500",N/A,N/A,N/A,https://www.jumia.com.ng/generic-yam-pounder-tiger-nut-grinder-and-any-dry-grinding-3l-69010322.html,4
N/A,"₦ 349,000","₦ 350,000",N/A,4.5 out of 5,4.5 out of 5(18),https://www.jumia.com.ng/heavy-duty-yam-pounder-food-processor-akai-mpg1593582.html,4
N/A,"₦ 73,000","₦ 75,000",N/A,3.6 out of 5,3.6 out of 5(12),https://www.jumia.com.ng/food-processor-and-yam-pounder-8.5l-panasonic-mpg7011532.html,4
N/A,"₦ 147,250","₦ 155,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-3pcsset-luxury-insulated-food-warmer-250359247.html,4
N/A,"₦ 11,875","₦ 14,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-automatic-7-speed-electric-hand-mixer-egg-beater-413941627.html,4
N/A,"₦ 84,550","₦ 95,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-food-dehydrator-401692797.html,4
N/A,"₦ 2,500","₦ 7,599",N/A,N/A,N/A,https://www.jumia.com.ng/generic-mosquito-repellent-non-toxic-bracelets-10pcs-76498330.html,4
N/A,"₦ 15,105","₦ 15,900",N/A,N/A,N/A,https://www.jumia.com.ng/generic-3-litres-whistling-kettle-gas-and-stove-kettle-and-i-free-brush-371839429.html,4
N/A,"₦ 68,399","₦ 83,400",N/A,N/A,N/A,https://www.jumia.com.ng/sonifer-7-in-1-multifunction-hand-blender-set-professional-power-total-kitchen-control-419171418.html,4
N/A,"₦ 15,105","₦ 15,900",N/A,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-3-litres-stainless-steel-anti-rust-kettle-gas-stove-72130978.html,4
N/A,"₦ 38,000",N/A,N/A,3 out of 5,3 out of 5(2),https://www.jumia.com.ng/generic-yam-pounder-and-multifunctional-food-machine-7l-bowl-87111364.html,4
N/A,"₦ 70,000",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/rico-heavy-duty-fufu-maker-yam-pounder-700watts-37487711.html,4
N/A,"₦ 3,040","₦ 7,700",N/A,3 out of 5,3 out of 5(1),https://www.jumia.com.ng/pizza-and-chin-chin-cutter-generic-mpg8431939.html,4
N/A,"₦ 95,500","₦ 100,000",N/A,N/A,N/A,https://www.jumia.com.ng/binatone-6-litres-all-in-one-yam-pounder-kc-6000-374070071.html,4
N/A,"₦ 18,525","₦ 19,500",N/A,N/A,N/A,https://www.jumia.com.ng/generic-boston-electric-iron-418913824.html,4
N/A,"₦ 60,800","₦ 70,000",N/A,N/A,N/A,https://www.jumia.com.ng/japan-yam-pounder-and-multifunctional-food-machine-8.5l-nulek-mpg6952826.html,4
N/A,"₦ 28,025","₦ 29,500",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-50pcs-cone-set-football-training-equipment-266413632.html,4
N/A,"₦ 20,900","₦ 22,000",N/A,N/A,N/A,https://www.jumia.com.ng/emouliness-electric-dry-iron-generic-mpg11502992.html,4
N/A,"₦ 7,600","₦ 10,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-mosquitos-killing-lamb-418626396.html,4
N/A,"₦ 22,080","₦ 23,000",N/A,3 out of 5,3 out of 5(1),https://www.jumia.com.ng/generic-mounted-electric-shock-led-mosquito-killer-trap-291066218.html,4
N/A,"₦ 5,699","₦ 9,000",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-deadbug-organic-cockroach-killer-insect-food-bait-3-pieces-391096939.html,4
N/A,"₦ 199,500","₦ 210,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-3pcsset-luxury-insulated-food-warmer-250360185.html,4
N/A,"₦ 82,000","₦ 89,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-silver-crest-10000w-4liters-jar-blender-with-two-cups-402837564.html,4
N/A,"₦ 142,500","₦ 150,000",N/A,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-vinod-pressure-cooker-10l-stainless-263379086.html,5
N/A,"₦ 24,700","₦ 26,000",N/A,N/A,N/A,https://www.jumia.com.ng/citel-japan-electric-iron-generic-mpg11502221.html,5
N/A,"₦ 17,575","₦ 18,500",N/A,1 out of 5,1 out of 5(1),https://www.jumia.com.ng/nine-stainless-steel-whistling-kettle-348805227.html,5
N/A,"₦ 75,000",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/rico-yam-pounder-and-fufu-maker-white-43314500.html,5
N/A,"₦ 9,975","₦ 10,500",N/A,4.1 out of 5,4.1 out of 5(16),https://www.jumia.com.ng/nine-1.5l-black-stainless-steel-kettle-hr-5082-279940609.html,5
N/A,"₦ 32,000",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/3l-multipurpose-yam-pounder-food-processor-machine-generic-mpg9622880.html,5
N/A,"₦ 88,999","₦ 199,000",N/A,N/A,N/A,https://www.jumia.com.ng/binatone-6-litres-all-in-one-yam-pounder-kc-6000-265550883.html,5
N/A,"₦ 95,500","₦ 105,000",N/A,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-12l-electric-food-processor-yam-pounder-and-meat-grinder-77382190.html,5
N/A,"₦ 90,250","₦ 95,000",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/rico-heavy-duty-fufu-maker-yam-pounder-700watts-39091105.html,5
N/A,"₦ 35,625","₦ 39,000",N/A,N/A,N/A,https://www.jumia.com.ng/sonik-electric-insect-killer20w-104733346.html,5
N/A,"₦ 84,550","₦ 89,000",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-three-layer-plastic-dish-storage-rack-with-cover-266838421.html,5
N/A,"₦ 75,000","₦ 90,000",N/A,N/A,N/A,https://www.jumia.com.ng/silver-crest-8litres-silvercrest-german-yam-pounderfood-processor-3500w-207362600.html,5
N/A,"₦ 33,000","₦ 35,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-vibro-shape-tummy-slimming-belt-396941783.html,5
N/A,"₦ 39,000",N/A,N/A,3.3 out of 5,3.3 out of 5(3),https://www.jumia.com.ng/generic-7l-yam-pounder-and-multifunctional-food-machine-109618380.html,5
N/A,"₦ 23,750","₦ 25,000",N/A,N/A,N/A,https://www.jumia.com.ng/nine-2l-electric-kettle-902bw-419052752.html,5
N/A,"₦ 91,200","₦ 107,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-diamond-series-cast-aluminum-cookware-nonstick-pot-407280922.html,5
N/A,"₦ 349,000","₦ 350,000",N/A,4 out of 5,4 out of 5(7),https://www.jumia.com.ng/heavy-duty-yam-pounder-food-processor-akai-mpg1471552.html,5
N/A,"₦ 14,249 - ₦ 15,900","₦ 14,900 - ₦ 15,900",N/A,N/A,N/A,https://www.jumia.com.ng/generic-travel-portable-easy-to-carry-folding-electric-kettle-419078595.html,5
N/A,"₦ 9,975","₦ 10,500",N/A,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/nine-1.5l-white-stainless-steel-kettle-hr-5082-279938098.html,5
N/A,"₦ 35,910","₦ 38,000",N/A,N/A,N/A,https://www.jumia.com.ng/sonik-electric-insect-killer16w-104733601.html,5
N/A,"₦ 14,725 - ₦ 26,125","₦ 15,500 - ₦ 27,500",N/A,N/A,N/A,https://www.jumia.com.ng/foldable-space-saving-hanger-closet-generic-mpg3738862.html,5
N/A,"₦ 26,125","₦ 27,500",N/A,N/A,N/A,https://www.jumia.com.ng/electric-crepe-maker-pizza-pancake-machine-generic-mpg5907130.html,5
N/A,"₦ 15,675","₦ 16,500",N/A,N/A,N/A,https://www.jumia.com.ng/nine-2.5l-electric-kettle-2.5l-kettle-419052879.html,5
N/A,"₦ 83,000","₦ 95,000",N/A,N/A,N/A,https://www.jumia.com.ng/binatone-6-litres-all-in-one-yam-pounder-kc-6000-377121560.html,5
N/A,"₦ 64,600","₦ 84,300",N/A,N/A,N/A,https://www.jumia.com.ng/dsp-exclusive-handheld-garment-steamer-1500w-419110062.html,5
N/A,"₦ 65,500","₦ 68,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-premium-stainless-steel-6litre-electric-yamfufu-pounder-70457173.html,5
N/A,"₦ 48,000",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/generic-electric-stainless-steel-yam-pounder-8litres-93509423.html,5
N/A,"₦ 9,975","₦ 10,500",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/nine-1.5l-white-stainless-steel-kettle-hr-5082-291724072.html,5
N/A,"₦ 24,225","₦ 25,500",N/A,N/A,N/A,https://www.jumia.com.ng/generic-double-bulb-solar-rechargeable-wall-mount-security-light-lamp-412682255.html,5
N/A,"₦ 150,000","₦ 190,000",N/A,N/A,N/A,https://www.jumia.com.ng/5l-multi-purpose-yam-fufu-pounder-cooks-pounds-syinix-mpg6711730.html,5
N/A,"₦ 54,000","₦ 55,000",N/A,3.7 out of 5,3.7 out of 5(12),https://www.jumia.com.ng/legacy-yam-pounder-and-multifunctional-food-machine-8l-bowl-2800w-72061779.html,5
N/A,"₦ 39,500",N/A,N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-multipurpose-6litres-electric-stainless-steel-yam-pounder-72180492.html,5
N/A,"₦ 247,000","₦ 260,000",N/A,4 out of 5,4 out of 5(1),https://www.jumia.com.ng/generic-3pcsset-luxury-insulated-food-warmer-267769561.html,5
N/A,"₦ 73,815","₦ 99,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-non-stick-pot-with-frypan-407316608.html,5
N/A,"₦ 50,000","₦ 90,000",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/king-style-multifunctional-yam-pounder-food-chopper-6liters-128336747.html,5
N/A,"₦ 54,000","₦ 55,000",N/A,3.7 out of 5,3.7 out of 5(17),https://www.jumia.com.ng/legacy-yam-pounder-and-multifunctional-food-machine-8.0l-bowl-2800w-72061595.html,5
N/A,"₦ 55,000","₦ 150,000",N/A,N/A,N/A,https://www.jumia.com.ng/generic-multifunctional-yam-pounder-food-chopper-196527803.html,5
N/A,"₦ 98,900",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/king-style-12litres-electric-stainless-steel-yam-pounder-127783731.html,5
N/A,"₦ 23,275","₦ 25,500",N/A,5 out of 5,5 out of 5(1),https://www.jumia.com.ng/generic-bathroom-corner-rack-storage-organizer-377446277.html,5
N/A,"₦ 99,900",N/A,N/A,N/A,N/A,https://www.jumia.com.ng/king-style-12l-yam-pounder-tiger-nut-grinder-and-any-dry-grinding-126414126.html,5
